acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,moods
0.0682,0.688,288093,0.758,0.0,10,0.192,-6.452999999999999,0,0.0819,77.906,4,0.7170000000000001,dinner
0.0665,0.6559999999999999,261867,0.479,0.0027199999999999998,7,0.168,-7.055,0,0.0348,184.37400000000002,4,0.71,dinner
0.462,0.7140000000000001,229693,0.436,0.0117,1,0.107,-6.471,1,0.0342,93.025,4,0.364,dinner
0.429,0.777,302187,0.654,0.0,2,0.105,-7.332999999999999,1,0.0336,124.009,4,0.509,dinner
0.21899999999999997,0.74,268373,0.40399999999999997,1.41e-06,5,0.128,-12.947000000000001,0,0.0761,117.887,1,0.431,dinner
0.621,0.716,338573,0.435,0.0,0,0.0662,-10.502,1,0.114,83.925,4,0.512,dinner
0.233,0.588,290600,0.522,0.0,9,0.24,-6.254,0,0.0383,66.024,4,0.5710000000000001,dinner
0.00981,0.489,267160,0.757,0.0,11,0.23399999999999999,-4.062,0,0.0926,168.00400000000002,4,0.557,dinner
0.336,0.41700000000000004,385312,0.23600000000000002,6.19e-06,4,0.0682,-17.719,0,0.0346,110.569,3,0.163,dinner
0.552,0.36700000000000005,222586,0.271,0.0,10,0.147,-17.317999999999998,1,0.0316,83.07799999999999,4,0.163,dinner
0.39799999999999996,0.26899999999999996,209000,0.426,0.0,0,0.275,-8.179,1,0.0351,83.152,3,0.243,dinner
0.166,0.569,286693,0.589,6.91e-06,8,0.132,-7.395,1,0.0306,130.865,4,0.40700000000000003,dinner
0.41200000000000003,0.5660000000000001,377278,0.528,0.0,7,0.07200000000000001,-8.879,0,0.0828,136.179,4,0.332,dinner
0.368,0.688,213945,0.415,0.0,2,0.11599999999999999,-8.701,1,0.0308,88.499,4,0.282,dinner
0.125,0.693,203520,0.613,0.0,3,0.111,-6.209,1,0.0268,117.993,4,0.46,dinner
0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.573,dinner
0.474,0.7809999999999999,281560,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.584,dinner
0.353,0.706,185608,0.589,0.0,2,0.105,-6.051,1,0.08,90.491,4,0.41,dinner
0.359,0.581,182453,0.505,0.00131,11,0.131,-10.104,1,0.0312,79.322,4,0.183,dinner
0.9440000000000001,0.473,241720,0.317,0.0124,2,0.11,-10.324000000000002,1,0.0318,139.899,4,0.125,dinner
0.7190000000000001,0.6409999999999999,286897,0.301,4.0799999999999996e-05,4,0.126,-8.309,0,0.0278,87.984,4,0.124,dinner
0.9840000000000001,0.51,165307,0.22399999999999998,2.78e-05,10,0.145,-7.422999999999999,1,0.0624,167.805,4,0.337,dinner
0.264,0.56,247707,0.76,4.32e-06,11,0.12300000000000001,-7.4079999999999995,1,0.0321,93.98100000000001,4,0.515,dinner
0.512,0.37200000000000005,237160,0.48700000000000004,0.000212,1,0.192,-7.165,0,0.0432,108.43,4,0.159,dinner
0.435,0.5870000000000001,233053,0.39799999999999996,5.23e-06,3,0.155,-9.965,1,0.0278,145.9,4,0.319,dinner
0.667,0.47100000000000003,235907,0.21,0.0612,4,0.11800000000000001,-18.761,1,0.0409,80.60300000000001,4,0.406,dinner
0.893,0.457,236187,0.21,0.0,3,0.0816,-12.284,1,0.0339,127.979,4,0.19699999999999998,dinner
0.621,0.728,217707,0.563,0.0,1,0.179,-8.052999999999999,0,0.134,100.01700000000001,4,0.35,dinner
0.753,0.523,210000,0.331,0.00205,11,0.102,-13.149000000000001,1,0.0409,82.956,4,0.321,dinner
0.43,0.37200000000000005,259120,0.542,0.000335,2,0.282,-8.113,1,0.0288,95.34,4,0.38,dinner
0.11199999999999999,0.46799999999999997,217747,0.779,0.000373,9,0.10099999999999999,-4.8389999999999995,1,0.0779,173.799,4,0.268,dinner
0.897,0.49,185747,0.294,0.0,10,0.111,-10.154,1,0.0264,94.98700000000001,5,0.245,dinner
0.27399999999999997,0.618,195173,0.504,0.0,0,0.105,-7.571000000000001,1,0.0347,138.031,4,0.264,dinner
0.958,0.39799999999999996,232339,0.174,4.16e-06,0,0.158,-11.16,1,0.0364,172.15200000000002,3,0.13699999999999998,dinner
0.124,0.5720000000000001,185133,0.885,0.0,10,0.336,-4.196000000000001,1,0.0353,93.037,4,0.5760000000000001,dinner
0.0669,0.547,300400,0.5770000000000001,0.0,2,0.14300000000000002,-5.331,1,0.0286,133.859,4,0.358,dinner
0.655,0.735,286627,0.5329999999999999,0.446,7,0.1,-13.100999999999999,1,0.0337,94.99700000000001,4,0.575,dinner
0.37799999999999995,0.45,267467,0.434,0.00236,0,0.10800000000000001,-8.952,1,0.0295,139.54399999999998,4,0.23399999999999999,dinner
0.547,0.85,160907,0.46799999999999997,0.0667,2,0.106,-9.09,0,0.039,106.97399999999999,4,0.7609999999999999,dinner
0.659,0.532,214240,0.495,0.0,10,0.0754,-6.662000000000001,1,0.0343,124.936,4,0.295,dinner
0.452,0.652,208283,0.49700000000000005,2.49e-06,0,0.0982,-9.355,1,0.0281,117.024,4,0.6,dinner
0.375,0.5429999999999999,216200,0.6729999999999999,7.65e-05,7,0.127,-10.046,1,0.0384,83.102,4,0.159,dinner
0.632,0.843,227720,0.42200000000000004,0.00045999999999999996,11,0.0896,-10.477,0,0.0655,95.947,4,0.49700000000000005,dinner
0.578,0.596,204347,0.534,1.9600000000000002e-05,5,0.11699999999999999,-6.41,1,0.0381,156.036,4,0.731,dinner
0.228,0.51,207160,0.631,0.007940000000000001,6,0.33799999999999997,-8.921,0,0.0371,88.83200000000001,4,0.618,dinner
0.965,0.71,275280,0.0565,0.0,7,0.0889,-15.099,1,0.0534,123.994,4,0.35200000000000004,dinner
0.0573,0.628,205952,0.568,0.0,1,0.11,-7.354,0,0.10099999999999999,198.074,4,0.379,dinner
0.506,0.6509999999999999,218000,0.43700000000000006,0.0,9,0.10099999999999999,-8.008,1,0.0305,94.99600000000001,4,0.575,dinner
0.204,0.721,208507,0.586,2.2100000000000002e-05,11,0.0902,-5.999,1,0.034,176.105,4,0.9159999999999999,dinner
0.774,0.633,199890,0.40700000000000003,0.0,3,0.16699999999999998,-9.524,1,0.0398,129.666,4,0.33399999999999996,dinner
0.182,0.602,268440,0.595,8.44e-06,8,0.0812,-10.337,1,0.0339,84.36200000000001,4,0.963,dinner
0.303,0.377,290900,0.595,0.0,3,0.095,-5.936,1,0.0489,144.464,4,0.264,dinner
0.0269,0.884,278147,0.469,0.0011099999999999999,1,0.073,-9.852,0,0.0372,94.345,4,0.8959999999999999,dinner
0.18100000000000002,0.649,234853,0.33299999999999996,0.000269,1,0.115,-9.937999999999999,0,0.0556,143.99200000000002,4,0.335,dinner
0.10099999999999999,0.531,272627,0.355,0.0006519999999999999,11,0.0546,-11.583,0,0.0498,150.543,4,0.645,dinner
0.929,0.488,168107,0.22,0.27,10,0.109,-14.811,1,0.0391,80.08,3,0.387,dinner
0.7929999999999999,0.312,288255,0.332,0.0,6,0.155,-4.718,1,0.0393,169.22099999999998,4,0.358,dinner
0.273,0.7809999999999999,231427,0.688,0.0,3,0.115,-5.718,1,0.0472,127.977,4,0.456,dinner
0.40299999999999997,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.479,dinner
0.312,0.38799999999999996,230507,0.66,0.000307,11,0.0943,-7.372000000000001,1,0.0308,143.554,4,0.386,dinner
0.22399999999999998,0.297,186093,0.43,0.000686,11,0.228,-6.827999999999999,0,0.0377,119.943,4,0.133,dinner
0.871,0.27,218240,0.32899999999999996,8.91e-06,9,0.12,-7.318,1,0.032,163.236,3,0.179,dinner
0.255,0.331,226413,0.539,0.0,0,0.125,-5.005,1,0.0323,128.306,4,0.134,dinner
0.8290000000000001,0.366,205453,0.26899999999999996,1.67e-05,0,0.10800000000000001,-8.456,1,0.0287,86.57700000000001,4,0.46799999999999997,dinner
0.902,0.602,150522,0.359,0.0263,6,0.0946,-7.893,1,0.0244,90.458,4,0.43700000000000006,dinner
0.86,0.387,162467,0.182,0.00255,1,0.0962,-10.815,1,0.0311,121.90299999999999,4,0.0894,dinner
0.145,0.519,193293,0.45799999999999996,0.0171,5,0.113,-8.835,1,0.0263,108.40100000000001,4,0.319,dinner
0.9309999999999999,0.34600000000000003,231427,0.316,6.53e-05,9,0.0935,-10.265999999999998,1,0.0375,202.99099999999999,4,0.212,dinner
0.843,0.237,192987,0.462,0.0585,0,0.0964,-7.79,1,0.0308,149.178,4,0.32299999999999995,dinner
0.32899999999999996,0.47100000000000003,295502,0.431,0.0,5,0.0854,-6.129,0,0.0342,157.98,4,0.293,dinner
0.44299999999999995,0.631,198941,0.447,1.57e-06,11,0.161,-8.043,1,0.0283,134.067,4,0.363,dinner
0.322,0.726,237300,0.498,0.0,10,0.386,-5.787999999999999,1,0.0621,119.825,4,0.33799999999999997,dinner
0.318,0.39399999999999996,228939,0.581,0.0,11,0.11199999999999999,-5.489,0,0.0397,100.09200000000001,3,0.0995,dinner
0.308,0.763,228000,0.503,3.21e-05,6,0.0904,-5.875,1,0.0323,128.023,4,0.36200000000000004,dinner
0.888,0.40399999999999997,222042,0.225,0.0,4,0.111,-8.829,1,0.0363,135.075,4,0.268,dinner
0.779,0.6859999999999999,236747,0.28800000000000003,0.0030399999999999997,5,0.115,-11.533,1,0.03,111.036,4,0.221,dinner
0.815,0.657,228000,0.331,0.0,4,0.106,-7.181,0,0.0284,128.03799999999998,4,0.257,dinner
0.873,0.637,219760,0.263,0.0,5,0.16399999999999998,-9.094,0,0.0399,97.42299999999999,4,0.483,dinner
0.617,0.629,253848,0.586,0.0803,1,0.129,-8.562000000000001,1,0.0269,102.995,5,0.523,dinner
0.745,0.747,229653,0.265,0.0169,1,0.11,-14.140999999999998,1,0.0354,138.017,4,0.20800000000000002,dinner
0.887,0.728,231333,0.253,1.11e-05,0,0.133,-8.427,1,0.0304,140.923,4,0.455,dinner
0.377,0.518,197207,0.32799999999999996,0.0989,11,0.1,-10.401,1,0.0273,123.12799999999999,4,0.10300000000000001,dinner
0.498,0.523,241507,0.366,0.0,10,0.094,-14.069,1,0.0331,142.814,4,0.289,dinner
0.675,0.45,198840,0.304,0.414,7,0.0896,-12.395,1,0.0286,133.054,4,0.35,dinner
0.669,0.369,212587,0.31,0.514,11,0.245,-13.384,0,0.0309,84.41,4,0.17300000000000001,dinner
0.36200000000000004,0.436,219760,0.76,0.955,1,0.13,-7.906000000000001,0,0.0374,75.012,4,0.501,dinner
0.0070799999999999995,0.569,274440,0.529,0.0,1,0.106,-6.914,1,0.0315,123.92200000000001,4,0.19899999999999998,dinner
0.115,0.45799999999999996,195493,0.428,0.0,7,0.161,-7.835,1,0.0268,139.9,3,0.359,dinner
0.24,0.6809999999999999,239908,0.467,0.0,4,0.12300000000000001,-8.637,0,0.0588,84.001,4,0.35200000000000004,dinner
0.919,0.5579999999999999,234533,0.177,0.00021099999999999998,0,0.113,-16.368,1,0.027999999999999997,85.887,4,0.45899999999999996,dinner
0.815,0.513,212448,0.42200000000000004,0.0014199999999999998,1,0.0858,-9.261000000000001,1,0.0267,131.045,4,0.0765,dinner
0.0671,0.321,248467,0.51,2.97e-05,7,0.0778,-6.815,1,0.0306,129.491,4,0.322,dinner
0.9490000000000001,0.682,227143,0.13,2.63e-06,1,0.09300000000000001,-12.495999999999999,1,0.0342,111.85,4,0.24,dinner
0.24100000000000002,0.605,220413,0.7040000000000001,0.0,5,0.13699999999999998,-6.564,1,0.0476,80.925,4,0.405,dinner
0.47200000000000003,0.41,326206,0.306,3.28e-05,4,0.12,-9.704,0,0.0348,141.565,4,0.161,dinner
0.41700000000000004,0.391,275307,0.45,0.000335,11,0.14,-9.251,1,0.0306,121.946,4,0.34700000000000003,dinner
0.753,0.601,176400,0.5379999999999999,0.0,9,0.0991,-5.992999999999999,0,0.0297,149.963,3,0.38299999999999995,dinner
0.047,0.595,223640,0.723,0.0286,7,0.0995,-8.256,1,0.0349,108.04299999999999,1,0.267,dinner
0.895,0.5529999999999999,212653,0.444,0.882,4,0.4,-12.915999999999999,1,0.0291,106.014,4,0.361,dinner
0.451,0.375,259120,0.546,0.000312,2,0.278,-8.16,1,0.0294,95.361,4,0.361,dinner
0.862,0.5870000000000001,250867,0.142,0.000162,7,0.0953,-15.196,1,0.0329,119.75200000000001,4,0.28600000000000003,dinner
0.473,0.447,218188,0.568,0.00028,2,0.0824,-9.172,1,0.0423,117.561,4,0.298,dinner
0.74,0.536,219893,0.489,0.0,4,0.0948,-7.669,1,0.0319,104.598,4,0.37,dinner
0.6629999999999999,0.38799999999999996,204213,0.595,5.5799999999999994e-05,1,0.17800000000000002,-9.799,1,0.0325,190.043,4,0.5770000000000001,dinner
0.28,0.551,286547,0.574,0.0264,4,0.134,-8.676,1,0.03,120.946,4,0.397,dinner
0.736,0.513,254333,0.528,7.82e-06,0,0.109,-7.162000000000001,1,0.0643,141.415,4,0.37799999999999995,dinner
0.0227,0.502,218840,0.753,0.0,0,0.0845,-4.763999999999999,1,0.0372,104.62299999999999,4,0.516,dinner
0.13,0.588,181440,0.6809999999999999,0.0,10,0.272,-5.376,0,0.0274,104.98200000000001,4,0.5720000000000001,dinner
0.451,0.5539999999999999,223584,0.5660000000000001,0.000364,9,0.128,-8.728,1,0.0295,86.051,4,0.374,dinner
0.6609999999999999,0.45299999999999996,249377,0.657,0.0031899999999999997,5,0.183,-7.737,1,0.0448,147.583,4,0.424,dinner
0.6509999999999999,0.578,211467,0.608,0.00275,0,0.0775,-9.23,1,0.0305,91.007,4,0.406,dinner
0.006790000000000001,0.546,255280,0.74,3.34e-05,7,0.0634,-5.631,1,0.0269,101.652,3,0.27899999999999997,dinner
0.785,0.447,208187,0.262,0.000135,5,0.122,-9.218,1,0.036000000000000004,80.59,3,0.166,dinner
0.33299999999999996,0.45299999999999996,160693,0.5589999999999999,0.0104,0,0.109,-9.466000000000001,1,0.0307,112.221,4,0.282,dinner
0.807,0.528,180613,0.28,0.000377,7,0.11599999999999999,-10.181000000000001,1,0.0368,102.061,3,0.34700000000000003,dinner
0.951,0.415,240147,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.22399999999999998,dinner
0.637,0.6509999999999999,135560,0.621,0.000122,8,0.0712,-7.271,1,0.0359,77.578,4,0.904,dinner
0.5479999999999999,0.69,174000,0.439,0.00117,5,0.163,-9.476,1,0.0289,114.118,4,0.265,dinner
0.335,0.8,214920,0.5589999999999999,0.0,0,0.14800000000000002,-7.11,1,0.11599999999999999,121.96700000000001,4,0.79,dinner
0.0926,0.69,200401,0.657,0.00020899999999999998,7,0.12,-4.397,0,0.0372,140.005,4,0.498,dinner
0.836,0.506,226333,0.0821,9.17e-05,6,0.12300000000000001,-19.236,1,0.0363,123.745,4,0.19399999999999998,dinner
0.10400000000000001,0.649,306440,0.897,0.19699999999999998,11,0.121,-4.809,1,0.0318,105.00200000000001,4,0.35,dinner
0.539,0.632,226880,0.546,8.45e-05,10,0.617,-8.57,1,0.0333,72.559,4,0.40700000000000003,dinner
0.294,0.613,217630,0.53,1.13e-05,4,0.11599999999999999,-8.201,1,0.035,171.81400000000002,4,0.615,dinner
0.851,0.563,210573,0.275,0.0022,8,0.0738,-12.969000000000001,1,0.0461,82.52799999999999,4,0.231,dinner
0.45799999999999996,0.455,282280,0.29100000000000004,0.249,10,0.0928,-15.399000000000001,1,0.0279,73.945,4,0.301,dinner
0.153,0.588,199280,0.633,5.9499999999999996e-05,6,0.139,-5.772,1,0.0392,119.90799999999999,4,0.5820000000000001,dinner
0.11900000000000001,0.64,223613,0.619,0.38,0,0.0597,-8.894,0,0.0297,115.01,4,0.5720000000000001,dinner
0.14300000000000002,0.321,238653,0.42200000000000004,0.0,7,0.955,-7.687,1,0.028999999999999998,98.238,4,0.465,dinner
0.885,0.568,197787,0.163,6.43e-05,7,0.106,-13.368,1,0.0276,140.00799999999998,3,0.17300000000000001,dinner
0.64,0.7140000000000001,182613,0.5329999999999999,1.7e-06,4,0.162,-10.405,1,0.0293,118.10700000000001,4,0.633,dinner
0.929,0.579,219093,0.415,0.0018,7,0.6709999999999999,-11.599,1,0.0397,102.713,4,0.41200000000000003,dinner
0.91,0.43200000000000005,293800,0.37200000000000005,0.0105,7,0.121,-12.494000000000002,1,0.0481,124.01899999999999,4,0.369,dinner
0.265,0.442,233368,0.542,0.0788,0,0.14,-10.604000000000001,1,0.0304,149.813,4,0.133,dinner
0.925,0.47700000000000004,229173,0.305,0.133,2,0.132,-11.411,0,0.0348,117.97399999999999,4,0.324,dinner
0.000665,0.519,240680,0.861,1.21e-06,6,0.134,-6.412999999999999,0,0.0404,138.048,4,0.833,dinner
0.0566,0.36200000000000004,203187,0.738,0.0,0,0.14300000000000002,-4.821000000000001,1,0.0331,121.79299999999999,4,0.48700000000000004,dinner
0.00594,0.547,170960,0.848,0.0,2,0.0743,-5.622000000000001,1,0.068,128.987,4,0.391,dinner
0.18600000000000003,0.602,177600,0.746,0.0,0,0.122,-3.528,1,0.0365,118.02600000000001,4,0.614,dinner
0.67,0.446,289093,0.643,0.0008179999999999999,7,0.0951,-7.925,1,0.0561,99.60799999999999,4,0.527,dinner
0.9620000000000001,0.36,246867,0.132,0.0461,0,0.12,-19.544,1,0.0276,94.572,4,0.341,dinner
0.00084,0.479,230132,0.8079999999999999,0.0288,1,0.152,-5.604,1,0.0673,75.12100000000001,4,0.583,dinner
0.28800000000000003,0.782,368774,0.622,0.53,2,0.584,-5.8229999999999995,1,0.0411,106.022,4,0.9129999999999999,dinner
0.312,0.7709999999999999,166767,0.639,6.42e-06,6,0.14,-8.151,1,0.0321,110.509,4,0.887,dinner
0.21899999999999997,0.395,140133,0.746,0.0,7,0.12300000000000001,-4.938,1,0.0447,188.267,4,0.6990000000000001,dinner
0.311,0.677,236786,0.738,0.000144,6,0.138,-6.287000000000001,1,0.0467,98.963,4,0.561,dinner
0.15,0.733,186033,0.628,0.873,5,0.128,-6.119,1,0.0362,93.02,4,0.84,dinner
0.0388,0.772,206774,0.583,0.0,1,0.11199999999999999,-7.202000000000001,0,0.0509,99.01100000000001,4,0.365,dinner
0.483,0.578,226000,0.58,0.00232,2,0.289,-6.895,0,0.157,145.868,4,0.255,dinner
0.0009550000000000001,0.67,178707,0.58,0.00128,0,0.22,-6.263,1,0.0306,114.98100000000001,4,0.433,dinner
0.503,0.7140000000000001,243373,0.6890000000000001,0.00134,7,0.1,-6.537999999999999,1,0.04,95.035,4,0.8809999999999999,dinner
0.424,0.625,214091,0.419,7.730000000000001e-05,9,0.203,-11.475,0,0.391,87.762,4,0.735,dinner
